accession	spe_PC1	spe_PC2	spe_PC3
RS_GCF_003544835.1	0.297476143206163	-2.16775097330801	-0.292811668121639
RS_GCF_004214815.1	0.300304750350263	-2.18366663591856	-0.294275888824404
RS_GCF_004299785.2	0.299623869808939	-2.17983847230481	-0.29392426046624
RS_GCF_900187115.1	0.277250086134882	-2.05373400044802	-0.282281614043329
RS_GCF_013201725.1	0.271457017365597	-2.02104649202914	-0.27925674193466
RS_GCF_003544915.1	0.271277186176184	-2.02004193256403	-0.279165718423778
RS_GCF_013201935.1	0.269917687369175	-2.01236003543229	-0.27845274413178
RS_GCF_013177635.1	0.26992178610857	-2.01238291872443	-0.278454815119465
RS_GCF_003544815.1	0.271848704205832	-2.02298659917126	-0.279384667335465
RS_GCF_013201665.1	0.272758346617261	-2.02806196132607	-0.279843385721075
GB_GCA_017995775.1	0.27230065912065	-2.02550542493708	-0.27961175441499
RS_GCF_013177675.1	0.272106867185423	-2.02442416436802	-0.279514029505128
RS_GCF_004214795.1	0.268986019274985	-2.00620448753339	-0.277710623671666
GB_GCA_023268955.1	0.276264401671886	-2.04666455783854	-0.281338219648924
RS_GCF_024267655.1	0.270014589365295	-2.01197467511587	-0.278238357547938
RS_GCF_018861145.1	0.27659495053304	-2.04872875868631	-0.28156816127314
RS_GCF_009208075.1	0.276349364645219	-2.04736281488785	-0.281445543655357
GB_GCA_905479135.1	0.278626313034326	-2.06003961201712	-0.282585968794357
RS_GCF_001956695.1	0.275689643269241	-2.04368305619527	-0.281113165376165
RS_GCF_003667345.1	0.278672723822495	-2.06028966738013	-0.282606816606265
RS_GCF_013283835.1	0.271093071635024	-2.01802806274246	-0.278792608483162
GB_GCA_002869565.1	0.267250008593976	-1.99598587548317	-0.276683558908437
GB_GCA_913057765.1	0.270240450734531	-2.01257781709289	-0.278165005880413
RS_GCF_001895145.1	0.266969655122123	-1.99443593574166	-0.276546278940595
RS_GCF_003346815.1	0.268609827029125	-2.003626323944	-0.27738485407357
RS_GCF_004116625.1	0.271795980576882	-2.02132427357367	-0.278969067844624
RS_GCF_004116455.1	0.269738157974497	-2.00990583005109	-0.277949357659491
RS_GCF_004118855.1	0.271032892996808	-2.01709472729426	-0.278592288397005
GB_GCA_013373175.1	0.270362055426432	-2.01337021173248	-0.278259240223553
GB_GCA_003252105.1	0.268114284012821	-2.00082941686202	-0.277125643190508
RS_GCF_006459125.1	0.270108409990766	-2.01191267528918	-0.278119054882618
RS_GCF_013201825.1	0.273129046776729	-2.02867593311182	-0.279616539624764
RS_GCF_005771535.1	0.27008531168549	-2.01177621155487	-0.278105216280886
RS_GCF_004116495.1	0.268086740247356	-1.99993040239378	-0.276897904675428
RS_GCF_004116725.1	0.26799014998925	-1.99939850424216	-0.276851213799783
RS_GCF_003544935.1	0.268629864584115	-2.00293733324507	-0.277165101976864
RS_GCF_003544855.1	0.268926460546844	-2.00456334621021	-0.277306369832686
RS_GCF_002837275.1	0.266668661378847	-1.99207530339684	-0.276199073958727
GB_GCA_002869535.1	0.265556585404738	-1.98514175950247	-0.27542900778395
RS_GCF_000092245.1	0.267439569764384	-1.99552915028154	-0.27634457495253
RS_GCF_004116465.1	0.266732430281594	-1.99162987693	-0.276001212174728
GB_GCA_016744485.1	0.266955102108262	-1.99095501284669	-0.275562518067356
RS_GCF_014844135.1	0.256698499229994	-1.92607485889396	-0.268191415731507
GB_GCA_024280575.1	0.260375565540856	-1.93200263021756	-0.265842047067254
GB_GCA_013151055.1	0.261046339325356	-1.93549964695494	-0.266109637749581
GB_GCA_016744795.1	0.267376247516741	-1.96849382844058	-0.268632533250777
GB_GCA_000743525.1	0.271090312571509	-1.98802997995987	-0.270163332397174
RS_GCF_001723605.1	0.270176115625134	-1.98326075079596	-0.269797751313003
GB_GCA_003978455.1	0.255919809990296	-1.90842787724829	-0.263966606426073
GB_GCA_016744895.1	0.263360659268499	-1.94730437852199	-0.266959100760572
GB_GCA_024278835.1	0.263358891998401	-1.94736422349648	-0.266978223754031
GB_GCA_024762875.1	0.262996470252065	-1.94547524397533	-0.266833775281532
GB_GCA_015484905.1	0.260685848122535	-1.94371642115578	-0.268844922522882
GB_GCA_003978765.1	0.255186040068313	-1.91462827450136	-0.266532299269162
GB_GCA_002049495.1	0.265571701080621	-1.97362441612318	-0.272052767576175
GB_GCA_024763175.1	0.283135756658246	-2.07968577532256	-0.283172869489716
GB_GCA_015488875.1	0.28523248111105	-2.09116337393096	-0.284164618334573
GB_GCA_016744315.1	0.286859527949034	-2.10005766869499	-0.284930724040572
GB_GCA_015490315.1	0.286800702772189	-2.10081262577224	-0.285208128598162
GB_GCA_020525365.1	0.295448926591096	-2.14830843692552	-0.289342589777511
RS_GCF_014931715.1	0.284988662397221	-2.09087913269562	-0.284346971909289
RS_GCF_001595645.1	0.281363721818683	-2.07096225705009	-0.282611504044698
RS_GCF_000987835.1	0.283530271539148	-2.08285115651298	-0.283644536116737
GB_GCA_024762315.1	0.280200959878665	-2.06462457400418	-0.282069187171356
GB_GCA_913055205.1	0.279223740583005	-2.05932310295575	-0.281620493039431
GB_GCA_024637255.1	0.292896221644581	-2.13467964469264	-0.288232624779605
GB_GCA_002281755.1	0.29717230061821	-2.15820388043544	-0.29028824528425
GB_GCA_023955225.1	0.287927744245163	-2.10733652065827	-0.285841398122944
RS_GCF_023213175.1	0.290595414004137	-2.12200767876823	-0.287122512845354
GB_GCA_015661795.1	0.295620842467366	-2.14969674007768	-0.289550309191665
GB_GCA_003978375.1	0.299568350837078	-2.17143222270784	-0.291453274871064
GB_GCA_011330645.1	0.292843408795519	-2.13442700148748	-0.288217928305068
GB_GCA_013607775.1	0.293385747844747	-2.13741112510451	-0.288478793174296
GB_GCA_015661535.1	0.290525478304916	-2.12163572729808	-0.287092487928573
GB_GCA_020719895.1	0.297546903129114	-2.15902483737633	-0.290116754114663
GB_GCA_902727895.1	0.296903281852136	-2.15443033521162	-0.289505678507652
GB_GCA_902727935.1	0.298275765171876	-2.16193493097567	-0.290152356392814
GB_GCA_902727915.1	0.29948200251995	-2.16852879154522	-0.290720219299924
GB_GCA_902727905.1	0.296643866858761	-2.15301788742373	-0.289385138387347
GB_GCA_002311915.1	0.288921568218414	-2.11064874519829	-0.285705986976394
GB_GCA_015494795.1	0.295607893172082	-2.14698795134966	-0.288794134976937
GB_GCA_015491955.1	0.274388745354105	-2.02816450703042	-0.278006518876944
GB_GCA_015486995.1	0.272953138689195	-2.02042612310662	-0.277361618995496
RS_GCF_000186245.1	0.271632448133906	-2.01328930858058	-0.276763190268949
GB_GCA_015487065.1	0.271111574243544	-2.01047162672782	-0.276526319647505
GB_GCA_015488535.1	0.273449483739679	-2.02298488636688	-0.277551023457331
GB_GCA_013153345.1	0.277983637419633	-2.04747009571836	-0.279600164824783
GB_GCA_015490055.1	0.27965633485388	-2.05651552865151	-0.280359889825623
GB_GCA_013153675.1	0.283943860492918	-2.07965928648635	-0.282295160950379
RS_GCF_900176045.1	0.263057196883451	-1.95371312186744	-0.269121301057129
GB_GCA_015494595.1	0.269944821493783	-1.99004485293551	-0.271990224255254
RS_GCF_016629565.1	0.261205665038479	-1.94391712022904	-0.268341687263044
GB_GCA_009659895.1	0.259650074771722	-1.9356917968787	-0.267688071365727
GB_GCA_009659925.1	0.270425568037815	-1.99247148124842	-0.272158918709255
GB_GCA_000830255.1	0.265967850560445	-1.98499979473491	-0.274918432196054
GB_GCA_024637195.1	0.279072066393998	-2.06921998380106	-0.284713013796252
GB_GCA_014859655.1	0.278910237199494	-2.06832195987344	-0.284632843343144
GB_GCA_024280035.1	0.281910349009273	-2.08497438186833	-0.286120250022867
GB_GCA_002733885.1	0.28409191115811	-2.09708299360782	-0.287201749666139
GB_GCA_016744575.1	0.269462079784131	-2.01673195577142	-0.280193108436643
GB_GCA_023229695.1	0.282931344977613	-2.09462344445286	-0.287767679236085
GB_GCA_016938595.1	0.283123000904005	-2.09577556915537	-0.287888007409511
RS_GCF_004347735.1	0.288476268890778	-2.12588879831786	-0.290656594788754
GB_GCA_000747095.1	0.286153293676338	-2.11282242817101	-0.289455447103995
RS_GCF_000183725.1	0.284621953381826	-2.10425059239444	-0.288675572824147
GB_GCA_000310245.1	0.289409645360258	-2.13121274943205	-0.291160359303989
GB_GCA_019163035.1	0.289391879225658	-2.13111274287113	-0.29115115149431
GB_GCA_024637215.1	0.288478845995058	-2.12597240461868	-0.290677710212828
GB_GCA_023250475.1	0.286905413772306	-2.11711359978912	-0.289861699067172
GB_GCA_002633015.1	0.286308191283146	-2.11373114753779	-0.289546260251513
GB_GCA_014764075.1	0.287641236592129	-2.1212318209616	-0.290236258518585
GB_GCA_024637295.1	0.285260385001249	-2.10773652379283	-0.28897555204722
GB_GCA_002282015.1	0.28741344060997	-2.11984274613538	-0.290087584232186
GB_GCA_023379705.1	0.286544467440323	-2.11495727154115	-0.28963893900629
GB_GCA_020721585.1	0.290424209317089	-2.13677706128711	-0.291644095740425
GB_GCA_011391735.1	0.289442249484078	-2.13126965643708	-0.291140931783245
GB_GCA_024635855.1	0.287866223570573	-2.12241208709816	-0.290328117464637
GB_GCA_903844635.1	0.287655793162351	-2.1212288505454	-0.290219425056421
GB_GCA_024762585.1	0.27551070625873	-2.05082418735312	-0.283340858636382
RS_GCF_021044585.1	0.2767868725518	-2.0579282005945	-0.283979474305921
GB_GCA_022729835.1	0.28013978047472	-2.07561131965653	-0.285375748319875
GB_GCA_016938735.1	0.278383664683005	-2.06585930457762	-0.284503768629205
GB_GCA_016744115.1	0.290060452228443	-2.138039727435	-0.292406081247484
GB_GCA_021157485.1	0.282206611187435	-2.09386064366726	-0.288343929649069
RS_GCF_014905095.1	0.294254784476868	-2.16262248236097	-0.294857915373204
GB_GCA_024513425.1	0.29839215962895	-2.18628116079196	-0.29710785356899
RS_GCF_009192995.1	0.29209141853964	-2.15047643463814	-0.293745563773242
GB_GCA_013607665.1	0.294199375281959	-2.16244984635062	-0.294868932894263
RS_GCF_014905135.1	0.294156589714567	-2.16220672568069	-0.294846104897486
RS_GCF_000147355.1	0.294932728973832	-2.16663235114754	-0.295264583742902
RS_GCF_009068765.1	0.295005341291648	-2.16704852859147	-0.295304344580264
RS_GCF_014905115.1	0.295710695505984	-2.17105736080842	-0.295680908657061
GB_GCA_024762705.1	0.296992779151903	-2.1783385913232	-0.296363823765606
GB_GCA_016938175.1	0.288214829204471	-2.12820159578812	-0.291606817406373
GB_GCA_015487265.1	0.289339510676217	-2.13450725118981	-0.292182607853133
RS_GCF_017357825.1	0.287129825092548	-2.12202689635527	-0.291025268556695
GB_GCA_018698455.1	0.291717798698203	-2.14808670917393	-0.293470177411506
GB_GCA_021766785.1	0.298011859778572	-2.1838254947727	-0.296820901332407
GB_GCA_015663215.1	0.292857719061347	-2.1545849819075	-0.294084336426113
GB_GCA_002733945.2	0.29369232149387	-2.15932070982111	-0.294527712717666
GB_GCA_023228785.1	0.283809689353541	-2.10244813825876	-0.289050369364448
RS_GCF_000445475.1	0.283905899555206	-2.10299181723616	-0.289100841347259
RS_GCF_000242915.1	0.278522634195201	-2.07255012710798	-0.286270703634042
RS_GCF_015265455.1	0.276082957274848	-2.05833671617054	-0.284869051912103
RS_GCF_015265475.1	0.276383856749605	-2.06003357386774	-0.285025902584177
GB_GCA_021648285.1	0.281452417827099	-2.08860846981969	-0.287665603124014
GB_GCA_002452425.1	0.28921906456441	-2.13260434580169	-0.291770774785286
RS_GCF_005217605.1	0.282461413557978	-2.09450588004531	-0.288251137939167
GB_GCA_014859695.1	0.283669477412888	-2.10133027147208	-0.28888424804821
GB_GCA_002899765.1	0.283121856159588	-2.09823763053146	-0.28859751196
GB_GCA_023229105.1	0.283446815827512	-2.10006833082151	-0.288766369183958
GB_GCA_023229025.1	0.285966621869091	-2.1142990543622	-0.29008584274686
GB_GCA_945883795.1	0.279332980523857	-2.07600170018377	-0.286373123401686
GB_GCA_024635885.1	0.277303325810691	-2.06458239353513	-0.285322733110027
GB_GCA_018825665.1	0.272542849831204	-2.03779565605098	-0.282858165774605
GB_GCA_021163845.1	0.275735265637961	-2.05575293158238	-0.28450917860131
GB_GCA_014764025.1	0.271667399953349	-2.03147341540188	-0.282004469417746
GB_GCA_015488075.1	0.281673611779196	-2.08569886465815	-0.286588195814478
GB_GCA_018824305.1	0.267184610548828	-2.00420595028725	-0.279098053667056
GB_GCA_903885085.1	0.270408925242402	-2.02214117323108	-0.280707809809781
GB_GCA_903892995.1	0.270202439205108	-2.02099313039617	-0.280604875504738
GB_GCA_002878035.1	0.185953840920507	-1.11045286249812	-0.109948361958186
RS_GCF_000619805.1	0.188163748449438	-1.11574955264366	-0.109015550880438
GB_GCA_013153795.1	0.182753541658297	-1.10312231419979	-0.111370549613119
RS_GCF_016617615.1	0.195139613058667	-1.13299706880873	-0.106181449712661
RS_GCF_900215515.1	0.194067219213232	-1.13042080986658	-0.106632889161834
GB_GCA_015487465.1	0.195543569520344	-1.1339738253338	-0.106012729183933
GB_GCA_012961365.1	0.195093591176905	-1.13290731268252	-0.106205153735428
GB_GCA_003978675.1	0.192006036074815	-1.12547812585643	-0.107502390495369
GB_GCA_015519975.1	0.19422085926398	-1.13079355121015	-0.106568870901448
RS_GCF_003688665.1	0.194281492597479	-1.13093945664803	-0.106543396980035
GB_GCA_013153635.1	0.194655366192782	-1.13170060195452	-0.106356983394873
GB_GCA_015487615.1	0.204276080412783	-1.16122791164954	-0.103484713705761
RS_GCF_000025605.1	0.216623553350533	-1.19296968509092	-0.0986710822243146
RS_GCF_000512735.1	0.214937931386704	-1.18885852755369	-0.0993699812453302
GB_GCA_020833645.1	0.216065636211697	-1.19164909915518	-0.0989101307417994
GB_GCA_023255875.1	0.212828377013698	-1.18364415658962	-0.100230802720678
GB_GCA_003696155.1	0.217350355393558	-1.19509828206287	-0.0984353713104358
GB_GCA_025056375.1	0.225256006274333	-1.21487669188731	-0.0952507264584179
GB_GCA_025062075.1	0.227701331748297	-1.22095302382719	-0.0942580733516308
GB_GCA_025057455.1	0.222581954661394	-1.20821717204646	-0.0963336262679918
GB_GCA_018771605.1	0.21891189447865	-1.19910246817267	-0.0978242597946267
RS_GCF_011006175.1	0.215715865541077	-1.19113700337756	-0.0991172258949332
GB_GCA_013153455.1	0.200617452426626	-1.15237990901985	-0.105022579617643
GB_GCA_015661465.1	0.203659021815268	-1.15988663595495	-0.103779526613577
GB_GCA_003978875.1	0.202299619737642	-1.15654457105558	-0.104337715978099
GB_GCA_015490155.1	0.203446581911879	-1.15936329481171	-0.103865861194075
GB_GCA_015490215.1	0.201634025600632	-1.15520437706423	-0.104669747616594
GB_GCA_015490105.1	0.209167604552831	-1.17377276032576	-0.101585384609888
GB_GCA_011375045.1	0.207923353534854	-1.17074104626992	-0.102101860955724
GB_GCA_013153495.1	0.201144973774879	-1.15404774117105	-0.10487970331831
RS_GCF_003664005.1	0.208426417710174	-1.17202215991198	-0.101904210267625
GB_GCA_015492115.1	0.205070898623631	-1.16374716438598	-0.103277031101617
GB_GCA_015487835.1	0.202755026212133	-1.15788458803981	-0.104194298201677
GB_GCA_023489335.1	0.192949851024617	-0.985038190886657	-0.067875974418959
GB_GCA_021831025.1	0.193661855236596	-0.986329544807285	-0.0674618066366001
GB_GCA_021794335.1	0.194777343255412	-0.988348991468444	-0.0668123220573391
GB_GCA_021822485.1	0.221748194347925	-1.0373193579711	-0.0511236092060939
GB_GCA_021813595.1	0.208712250423862	-1.0136747304621	-0.0587089693601463
GB_GCA_021845685.1	0.197860055802145	-0.993661416625439	-0.0649769680002572
GB_GCA_004195025.1	0.197658061687574	-0.993296656274658	-0.0650947231321183
GB_GCA_011522975.1	-0.605196892480597	-0.263780148933754	0.110262648985241
GB_GCA_016778895.1	-0.622941773888563	-0.257756606993249	0.125436104616574
GB_GCA_018401495.1	-0.55667673262646	-0.280304576595626	0.0687724580946623
GB_GCA_002238645.1	-0.598161699438522	-0.266380576098679	0.104249456489671
GB_GCA_022822665.1	-0.598044567583169	-0.266420228145828	0.104149349721346
RS_GCF_000426505.1	-0.558860584580917	-0.279710059295359	0.0706478086787206
RS_GCF_014904795.1	-0.557150914598687	-0.280288376917149	0.0691870953229608
RS_GCF_024662015.1	-0.555920548605957	-0.280704752170933	0.0681358697231011
RS_GCF_014904705.1	-0.556365020897146	-0.28055482941578	0.0685156311331496
GB_GCA_017640745.1	-0.555752488493789	-0.280762016440196	0.0679922949226503
GB_GCA_905480575.1	-0.580290379332686	-0.271991646299801	0.0889198155189062
GB_GCA_025055335.1	-0.710854884478397	-0.217864615016573	0.13543018297324
RS_GCF_003173615.1	-0.727728731317111	-0.212173114844152	0.148364525759705
RS_GCF_023243115.1	-0.758547677135174	-0.201678987768876	0.171934941769751
RS_GCF_000425365.1	-0.746910096337867	-0.20565074887171	0.163040576625974
GB_GCA_025057055.1	-0.760358652962373	-0.201050678749413	0.173313082693335
RS_GCF_018129005.1	-0.727264657164239	-0.212334501253536	0.1480102471722
RS_GCF_005222755.1	-0.728027409269234	-0.212073920640173	0.148592974303881
RS_GCF_004761865.1	-0.717159692268861	-0.215787172939838	0.140290099132956
RS_GCF_004343615.1	-0.740204639689088	-0.207932306365097	0.157906507371196
RS_GCF_020523605.1	-0.739195765131988	-0.208276717181899	0.157135597107437
GB_GCA_023390705.1	-0.730078963726704	-0.211382229667858	0.150165181247268
GB_GCA_021816925.1	-0.72595063849594	-0.212715128944178	0.146982167930152
GB_GCA_021847175.1	-0.722861513649057	-0.213772294296614	0.144622703631048
GB_GCA_021849425.1	-0.761959102491431	-0.200630757512381	0.174659094012038
GB_GCA_021828605.1	-0.773006057457109	-0.196888444614703	0.183124943647211
GB_GCA_021808315.1	-0.770077481077226	-0.197886027101546	0.180884652792185
GB_GCA_002279355.1	-0.76815490938455	-0.198540613925913	0.179413722592907
GB_GCA_002255575.1	-0.76628328731932	-0.199142277842411	0.17795577052053
GB_GCA_002281005.1	-0.766910359517128	-0.198928527086389	0.178435351805042
GB_GCA_019352115.1	-0.734997981597396	-0.209707777615188	0.153949058122247
GB_GCA_021807785.1	-0.750625178885038	-0.204368695727438	0.165890407722264
GB_GCA_014377905.1	-0.754352090745817	-0.203124448677385	0.168755083578303
GB_GCA_001899585.1	-0.72784440404374	-0.212174900966965	0.148495912460541
GB_GCA_903881515.1	-0.743758205607155	-0.206743734400918	0.160659335485904
GB_GCA_945874805.1	-0.740230047087163	-0.207948303180527	0.157962881413391
GB_GCA_000961745.1	-0.684159573468854	-0.225007615693319	0.113711095103893
RS_GCF_014197915.1	-0.680222588489485	-0.226497626709672	0.110761149159031
RS_GCF_009601025.1	-0.686448844029534	-0.224325015596148	0.115482210043201
RS_GCF_014197855.1	-0.688212474646245	-0.223706660576753	0.116818555279917
RS_GCF_014197795.1	-0.685809048806323	-0.224547313926086	0.114996792295934
GB_GCA_021741145.1	-0.696975175254464	-0.220556700440001	0.123437048952719
GB_GCA_016214125.1	-0.645800094808941	-0.238542977118562	0.084645164659866
GB_GCA_002753155.1	-0.65811255334482	-0.234267974486638	0.0939794389287472
GB_GCA_015232335.1	-0.658292712048073	-0.234204790162141	0.0941158912654392
GB_GCA_016215555.1	-0.663242745096177	-0.2324691412512	0.0978652306740582
GB_GCA_015231795.1	-0.664372513876005	-0.23207298054349	0.098720941425972
GB_GCA_903899885.1	-0.682222567988538	-0.226125946231913	0.112323393766169
GB_GCA_903924765.1	-0.690286776150086	-0.223313932467874	0.11843641578417
GB_GCA_021848545.1	-0.677391662572442	-0.227807489310478	0.108660239413671
GB_GCA_021847015.1	-0.659199190211542	-0.234154460796727	0.0948716165873996
RS_GCF_001650635.1	-0.665132355409694	-0.23209225306931	0.0993689487225551
GB_GCA_020217035.1	-0.663726259625336	-0.232608144409087	0.0983086790456427
GB_GCA_002435715.1	-0.665962973615189	-0.231829045224778	0.100004106129578
GB_GCA_001898825.1	-0.665896283765164	-0.231852277901048	0.0999535559285664
RS_GCF_018224925.1	-0.668540637487252	-0.230929783480741	0.101957712916772
GB_GCA_006218045.1	-0.667276602021332	-0.231370168465914	0.100999588646915
RS_GCF_003284725.1	-0.669055252592187	-0.230679038354326	0.102332101653805
GB_GCA_903853455.1	-0.667478612544856	-0.231229687439775	0.101137309236346
GB_GCA_021793155.1	-0.653596129439304	-0.235937400740368	0.0905818223167106
GB_GCA_021781575.1	-0.65473149467826	-0.235539468842515	0.0914418387928118
GB_GCA_021776095.1	-0.672996505928963	-0.228853085836881	0.105132514157652
GB_GCA_021776115.1	-0.674154755026585	-0.228446247117815	0.106009481276053
GB_GCA_021776055.1	-0.675394835871888	-0.228001730793322	0.106946382499169
GB_GCA_022572685.1	-0.675982441633909	-0.22779533939142	0.107391318970042
RS_GCF_007004665.1	-0.66733073858658	-0.230820189249214	0.100836561054691
GB_GCA_001657395.1	-0.674122167325683	-0.228472061050074	0.105988254124129
GB_GCA_009377535.1	-0.675946695520213	-0.227833748459275	0.107370291885371
RS_GCF_014925385.1	-0.66953240500956	-0.230085733087049	0.102513505313313
GB_GCA_021776145.1	-0.680880728271382	-0.226077001607231	0.111100941474545
RS_GCF_003572205.1	-0.679877464177062	-0.226306699992614	0.110312551990214
GB_GCA_006969625.1	-0.674203676222085	-0.228304274627035	0.106017682350146
GB_GCA_913055855.1	-0.696794953923143	-0.220316771277955	0.123114586944771
RS_GCF_003568845.1	-0.668225477011254	-0.230528928981426	0.101509339773894
RS_GCF_016806835.2	-0.654395509472583	-0.235440124556613	0.0910500896858535
RS_GCF_016765655.2	-0.652961065263515	-0.235943632672545	0.0899640908018612
RS_GCF_013423485.1	-0.663777174966968	-0.232254047329959	0.0981822601982813
RS_GCF_000429625.1	-0.659526671459487	-0.233741474908368	0.0949629363899435
RS_GCF_003116095.1	-0.677322573284797	-0.227580137842964	0.108459850520139
RS_GCF_001305595.1	-0.677879317941601	-0.22738647291364	0.108881843662626
RS_GCF_004923315.1	-0.677411770366658	-0.22754992005623	0.108527675506622
RS_GCF_019805165.1	-0.679258994574999	-0.226905820699465	0.109927397746661
RS_GCF_016595245.1	-0.680685184106132	-0.226408476831512	0.111008069411689
GB_GCA_023423695.1	-0.677253406107325	-0.227605081200096	0.108407660284557
RS_GCF_003590795.1	-0.683145551080579	-0.225542992727689	0.112870435053842
GB_GCA_016124535.1	-0.672943589421716	-0.228966502520796	0.105104973164705
GB_GCA_016793965.1	-0.651562454664184	-0.236013075902311	0.0888043457930258
GB_GCA_023266845.1	-0.657544705798203	-0.23401831380767	0.0933703000700657
GB_GCA_023150455.1	-0.657242291134824	-0.234128355325874	0.0931421626073477
GB_GCA_016792605.1	-0.666612536479583	-0.230821814203121	0.100232804752753
GB_GCA_016869915.1	-0.698171450825276	-0.219961596056197	0.12422885380938
GB_GCA_020249045.1	-0.706904797212875	-0.216977242825247	0.130878644237829
GB_GCA_945901855.1	-0.714738241853205	-0.214240616880492	0.136818354718786
GB_GCA_016794005.1	-0.703972782000019	-0.218017015233903	0.128661757479073
GB_GCA_016794025.1	-0.706069311784458	-0.217281774634592	0.130250261999251
GB_GCA_022843945.1	-0.668351858013083	-0.230417054864971	0.101627639935737
GB_GCA_016869415.1	-0.674260834111875	-0.228338652650178	0.10610160567184
GB_GCA_016195145.1	-0.659544967200005	-0.233504073834954	0.0949565484925247
GB_GCA_016201015.1	-0.669837409644153	-0.229883079563653	0.102749459469631
GB_GCA_016869645.1	-0.657777015752338	-0.233767180822771	0.0935022845460672
GB_GCA_020446285.1	-0.812368135645405	-0.16284309867866	0.158194131918896
GB_GCA_002898955.1	-0.827380025753838	-0.15715147272428	0.168555192419996
GB_GCA_018650465.1	-0.790392811003054	-0.164721641631147	0.120143282862477
GB_GCA_018654745.1	-0.787383502387956	-0.165894826482969	0.118157457951769
GB_GCA_016776605.1	-0.814664649792555	-0.149051240071966	0.113717648804844
GB_GCA_021776235.1	-0.812581888018604	-0.149883846534116	0.112401173707159
GB_GCA_021774355.1	-0.884213831998259	-0.110723100711103	0.119112268409627
GB_GCA_022760435.1	-1.1721366841171	0.0691447555665798	-0.142739572890941
GB_GCA_019634215.1	-1.17817701499802	0.0721543771360691	-0.142831284038632
GB_GCA_003697125.1	-1.31306641082962	0.161853328190329	-0.326837610340714
RS_GCF_013093415.1	-1.35234421573873	0.189497123540534	-0.392573668834406
GB_GCA_015485015.1	-1.42709524062469	0.23265495148862	-0.442048957184888
GB_GCA_013139635.1	-1.43936028677026	0.23943732434234	-0.447733684464335
GB_GCA_002402045.2	-1.4535460703937	0.247281267304768	-0.454301110515865
GB_GCA_016744015.1	-1.43581499885671	0.237476878502596	-0.446091066454717
GB_GCA_021647745.1	-1.43403445741537	0.236491492166287	-0.445255193078893
GB_GCA_015485375.1	-1.36665087966199	0.19922692886777	-0.414009229796356
GB_GCA_002366645.1	-1.38434623024033	0.209011794915681	-0.42222309150467
