accession	geo_PC1	geo_PC2	geo_PC3
RS_GCF_900184935.1	-50.0299507858615	0.598483939226467	-17.1440981716051
RS_GCF_900185015.1	-48.4346581450077	1.33477465289529	-18.8840330050339
RS_GCF_900184945.1	-47.3895303958962	-0.842778446188843	-18.9839532058183
RS_GCF_900184895.1	-47.3895303958962	-0.842778446188849	-18.9839532058183
RS_GCF_900185715.1	-46.3079708499654	49.9102573654914	27.4390010698674
RS_GCF_900185725.1	-46.5818660021472	49.340846693016	27.6169067445882
GB_GCA_900197615.1	36.4904741481138	-33.4669219843919	12.7268436404545
GB_GCA_900197625.1	36.4904741481138	-33.4669219843919	12.7268436404545
RS_GCF_902502825.2	-45.7321806033388	-13.2673149689688	-6.5459698139331
RS_GCF_900302455.1	31.925428057467	-38.3588884912972	12.6334871024247
RS_GCF_900302465.1	-45.7499821659957	0.315040987109388	-20.4468825709357
RS_GCF_900302475.1	-49.9132839332266	0.728438778541871	-17.3095724155694
RS_GCF_900302485.1	-48.3131560603823	1.4392563933319	-19.0061330790288
RS_GCF_900302505.1	-49.9132839332266	0.728438778541862	-17.3095724155694
RS_GCF_900313035.1	36.4905835043846	-33.4667736695887	12.726812298498
RS_GCF_900313025.1	36.4905835043846	-33.4667736695887	12.726812298498
GB_GCA_900313015.1	36.4905751405736	-33.4667885191801	12.7267954107456
GB_GCA_900313005.1	36.4905751405736	-33.4667885191801	12.7267954107456
GB_GCA_919592095.1	-56.915938557043	13.6099568327834	20.643312557114
RS_GCF_024925465.1	-23.2894195604238	-12.1247639442215	66.4223421360961
GB_GCA_919902475.1	24.2013971908816	-42.2729087554779	4.00119419643438
GB_GCA_919902775.1	24.1911930282635	-42.275759104047	4.00185807632729
GB_GCA_919902965.1	24.1781462873992	-42.2783300183442	4.00010119012477
GB_GCA_919902765.1	24.2013971908816	-42.2729087554779	4.00119419643436
GB_GCA_945787495.1	30.4031575268813	-38.603159271445	3.74797840783257
GB_GCA_945788625.1	30.4031575268813	-38.603159271445	3.74797840783256
GB_GCA_945787105.1	30.2234441696455	-38.8028076797489	3.85810333060228
GB_GCA_945869355.1	22.6914342141324	-43.1473958218341	7.3093263576785
GB_GCA_945875225.1	22.6914342141324	-43.1473958218341	7.30932635767851
GB_GCA_945870465.1	22.6914342141324	-43.1473958218341	7.3093263576785
GB_GCA_945872335.1	25.7152482355642	-42.432503612846	8.48763519924319
GB_GCA_945861265.1	25.7152482355642	-42.4325036128461	8.48763519924319
GB_GCA_945860515.1	25.9491921087521	-42.3474305396841	8.47378168039786
GB_GCA_945861225.1	25.9491921087521	-42.3474305396841	8.47378168039787
GB_GCA_945861275.1	25.9491921087521	-42.3474305396842	8.47378168039785
GB_GCA_945889625.1	25.9491921087521	-42.3474305396842	8.47378168039785
GB_GCA_945893085.1	25.9491921087521	-42.3474305396842	8.47378168039784
GB_GCA_945861895.1	25.9491921087521	-42.3474305396842	8.47378168039784
GB_GCA_945893125.1	25.9491921087521	-42.3474305396842	8.47378168039783
GB_GCA_945861855.1	25.9491921087521	-42.3474305396842	8.47378168039783
GB_GCA_945861785.1	23.0631521439928	-42.7850917499093	5.08289181617364
GB_GCA_945885345.1	23.0631521439928	-42.7850917499093	5.08289181617365
GB_GCA_945881875.1	23.0631521439928	-42.7850917499093	5.08289181617365
GB_GCA_945862495.1	23.0631521439928	-42.7850917499093	5.08289181617366
GB_GCA_945862305.1	23.0631521439928	-42.7850917499093	5.08289181617365
GB_GCA_945881965.1	23.0631521439928	-42.7850917499093	5.08289181617365
GB_GCA_945862355.1	23.0631521439928	-42.7850917499093	5.08289181617364
GB_GCA_945862265.1	23.0631521439928	-42.7850917499093	5.08289181617365
GB_GCA_945862135.1	23.0631521439928	-42.7850917499093	5.08289181617365
GB_GCA_945865935.1	23.0631521439928	-42.7850917499093	5.08289181617365
GB_GCA_945889015.1	23.0631521439928	-42.7850917499093	5.08289181617364
GB_GCA_945862985.1	23.0631521439928	-42.7850917499093	5.08289181617364
GB_GCA_945874805.1	22.1487472688948	-42.7949420594864	4.74826127778913
GB_GCA_945883615.1	22.1487472688948	-42.7949420594864	4.74826127778915
GB_GCA_945890735.1	22.1487472688948	-42.7949420594864	4.74826127778917
GB_GCA_945890705.1	22.1487472688948	-42.7949420594864	4.74826127778917
GB_GCA_945876565.1	22.1487472688948	-42.7949420594864	4.74826127778915
GB_GCA_945877235.1	22.1487472688948	-42.7949420594864	4.74826127778913
GB_GCA_945869245.1	22.1487472688948	-42.7949420594865	4.74826127778914
GB_GCA_945883795.1	22.1487472688948	-42.7949420594865	4.74826127778914
GB_GCA_945870205.1	22.1487472688948	-42.7949420594865	4.74826127778916
GB_GCA_945897955.1	22.1487472688948	-42.7949420594865	4.74826127778915
GB_GCA_945870035.1	22.1487472688948	-42.7949420594865	4.74826127778913
GB_GCA_945871285.1	22.1487472688948	-42.7949420594865	4.74826127778914
GB_GCA_945878355.1	22.1487472688948	-42.7949420594865	4.74826127778915
GB_GCA_945901825.1	22.1487472688948	-42.7949420594865	4.74826127778914
GB_GCA_945897475.1	22.7914221887064	-43.1384403642438	7.35163641917377
GB_GCA_945897365.1	22.355045405653	-42.8029217252006	4.83382150502629
GB_GCA_945875955.1	22.355045405653	-42.8029217252006	4.83382150502629
GB_GCA_945878995.1	22.355045405653	-42.8029217252007	4.83382150502631
GB_GCA_945878385.1	22.355045405653	-42.8029217252007	4.83382150502632
GB_GCA_945887835.1	22.355045405653	-42.8029217252006	4.83382150502632
GB_GCA_945901125.1	22.355045405653	-42.8029217252006	4.83382150502631
GB_GCA_945901045.1	22.355045405653	-42.8029217252006	4.83382150502632
GB_GCA_945898095.1	22.3550454056531	-42.8029217252006	4.8338215050263
GB_GCA_945898115.1	22.3550454056531	-42.8029217252006	4.8338215050263
GB_GCA_945901855.1	26.4459359149454	-42.1527042832815	7.69827433302833
GB_GCA_945897515.1	26.4459359149454	-42.1527042832814	7.69827433302832
GB_GCA_945864585.1	26.4459359149454	-42.1527042832814	7.69827433302831
GB_GCA_945901405.1	26.4459359149454	-42.1527042832814	7.69827433302831
GB_GCA_945906755.1	26.4459359149454	-42.1527042832814	7.69827433302831
GB_GCA_945906765.1	26.4459359149454	-42.1527042832814	7.69827433302831
GB_GCA_945864455.1	22.5204605268752	-43.1645775376906	7.34324349374103
GB_GCA_945903565.1	22.5204605268752	-43.1645775376906	7.34324349374102
GB_GCA_945906815.1	22.5204605268752	-43.1645775376906	7.34324349374104
GB_GCA_945906975.1	22.5204605268752	-43.1645775376906	7.34324349374103
GB_GCA_945878885.1	22.5204605268752	-43.1645775376906	7.34324349374104
GB_GCA_945907045.1	22.5204605268752	-43.1645775376906	7.34324349374103
GB_GCA_934525625.1	-37.2649942662989	-22.5798512610482	10.6461766469239
GB_GCA_900149695.1	36.4904741481138	-33.4669219843918	12.7268436404545
RS_GCF_900143565.1	36.4904741481138	-33.4669219843918	12.7268436404545
GB_GCA_900143615.1	36.4904741481138	-33.4669219843918	12.7268436404545
RS_GCF_900143535.1	36.4904741481138	-33.4669219843918	12.7268436404545
RS_GCF_001258055.1	25.8968885426899	-42.2384137768466	9.89271494269169
RS_GCF_001269345.1	22.2317205270367	-42.9152399752054	5.29895740202896
RS_GCF_001269365.1	21.9957509648622	-43.1236541141104	6.47155408882172
RS_GCF_001403735.1	31.9632267451397	-38.3659760552835	12.4394936638707
RS_GCF_001403795.1	-45.4690900573519	2.65302518043741	-21.1024657571222
GB_GCA_001404055.1	31.9933581381659	-38.4692363390229	11.5329656616847
RS_GCF_001404515.1	31.9933581381659	-38.4692363390229	11.5329656616846
RS_GCF_001458195.1	43.1060722430452	-18.9852315876299	24.3822341205451
RS_GCF_001458315.1	31.9813889908441	-38.3468908613071	12.4668276788305
RS_GCF_001458355.1	23.619617889918	-41.0776693190375	0.956505554444956
RS_GCF_001458255.1	31.9933581381659	-38.4692363390228	11.5329656616846
RS_GCF_001458415.1	31.9857901715124	-38.3494097933588	12.4336429172961
RS_GCF_001457775.1	31.9933581381659	-38.4692363390228	11.5329656616846
RS_GCF_001458395.1	-49.9111833423643	0.730315905492646	-17.3123512291847
RS_GCF_001458215.1	31.9857901715124	-38.3494097933588	12.4336429172961
RS_GCF_900187115.1	59.6666369331605	32.5646924045897	43.5019724961213
RS_GCF_900499075.1	-6.67717967252693	-23.8569307961257	-16.1022452527546
RS_GCF_900537175.1	36.4904741481138	-33.4669219843918	12.7268436404545
RS_GCF_900537075.1	36.4904741481138	-33.4669219843918	12.7268436404545
RS_GCF_900696085.1	34.6698345998868	-18.1500024531677	40.9517398296925
RS_GCF_902459695.1	-47.3322786260724	0.289859721348316	-19.5160780398026
RS_GCF_902459765.1	59.6666369331605	32.5646924045897	43.5019724961213
RS_GCF_902459655.1	59.6666369331605	32.5646924045897	43.5019724961213
RS_GCF_902459565.1	27.472717056608	-40.7028964839097	3.52510078582194
RS_GCF_902459805.1	59.6666369331605	32.5646924045897	43.5019724961213
RS_GCF_902459735.1	59.6666369331605	32.5646924045897	43.5019724961212
RS_GCF_902459775.1	59.6666369331605	32.5646924045897	43.5019724961212
RS_GCF_902459665.1	26.4635000133597	-40.748266264103	2.36028354951076
RS_GCF_902459615.1	27.472717056608	-40.7028964839097	3.52510078582194
RS_GCF_902459745.1	27.472717056608	-40.7028964839097	3.52510078582193
RS_GCF_902459725.1	27.472717056608	-40.7028964839097	3.52510078582193
RS_GCF_902459555.1	27.472717056608	-40.7028964839097	3.52510078582193
RS_GCF_902459685.1	27.472717056608	-40.7028964839097	3.52510078582193
RS_GCF_902459585.1	59.6666369331605	32.5646924045897	43.5019724961212
RS_GCF_902459645.1	59.6666369331605	32.5646924045897	43.5019724961213
RS_GCF_902459705.1	27.472717056608	-40.7028964839097	3.52510078582191
GB_GCA_902623175.1	-15.5621957516258	61.8164531468012	-5.40018514785228
GB_GCA_902625475.1	-15.5621957516258	61.8164531468011	-5.40018514785231
GB_GCA_902631295.1	-10.5125709769074	57.854608377692	-12.8588667397308
GB_GCA_902631395.1	-10.5125709769074	57.854608377692	-12.8588667397308
GB_GCA_902541695.1	53.7923334180252	14.1763004645404	-4.71820321799961
GB_GCA_902543185.1	53.7923334180252	14.1763004645404	-4.71820321799961
GB_GCA_902611605.1	53.7923334180252	14.1763004645404	-4.71820321799961
GB_GCA_902518075.1	53.7923334180252	14.1763004645404	-4.7182032179996
GB_GCA_902520195.1	53.7923334180252	14.1763004645404	-4.7182032179996
GB_GCA_902536515.1	53.7923334180252	14.1763004645404	-4.71820321799961
GB_GCA_902541775.1	53.7923334180252	14.1763004645404	-4.71820321799961
GB_GCA_902573735.1	53.7923334180252	14.1763004645404	-4.71820321799961
GB_GCA_902578545.1	53.7923334180252	14.1763004645404	-4.71820321799961
GB_GCA_902562285.1	-3.40912929108136	46.3843168920458	-27.1457906640111
GB_GCA_902554885.1	51.3291682893248	2.67154911990483	-3.27772947642201
GB_GCA_902557415.1	51.3291682893248	2.67154911990483	-3.27772947642201
GB_GCA_902570265.1	55.4728266949962	19.8659151344382	-0.762385578537727
GB_GCA_902635985.1	8.20661938035062	1.64367731982764	75.5591933487994
GB_GCA_902534325.1	34.1349817097898	63.9132385860849	26.6982920955532
GB_GCA_902602765.1	-33.5848365565098	69.5629714137947	23.4250308560654
GB_GCA_902727905.1	24.8573413726767	-40.6605474460467	0.864171177420823
GB_GCA_902727935.1	24.8573413726767	-40.6605474460467	0.864171177420835
GB_GCA_902727915.1	24.8573413726767	-40.6605474460467	0.864171177420853
GB_GCA_902727895.1	24.8573413726767	-40.6605474460467	0.864171177420861
GB_GCA_902825995.1	46.6844210782515	18.3914321228931	-21.9061350102387
GB_GCA_902826345.1	46.6844210782515	18.3914321228931	-21.9061350102387
GB_GCA_902826305.1	46.6844210782515	18.3914321228931	-21.9061350102387
GB_GCA_902826195.1	46.6844210782515	18.3914321228931	-21.9061350102387
GB_GCA_902826155.1	46.6844210782515	18.3914321228931	-21.9061350102387
RS_GCF_903815225.1	31.1046037866016	-22.0731698143373	40.1610106534844
GB_GCA_903832285.1	15.1207963549469	-32.6170227512813	-10.5245306425404
GB_GCA_903908065.1	56.9701725627634	22.5603616711178	5.67437665104182
GB_GCA_903938815.1	26.8300656020893	-41.9607855630851	7.28880277333884
GB_GCA_903843235.1	15.1225068210073	-32.612096403764	-10.529171669512
GB_GCA_903944725.1	26.8300656020893	-41.9607855630851	7.28880277333884
GB_GCA_903832735.1	14.1777267849676	-37.7396034454406	-4.71416421824133
GB_GCA_903848955.1	18.8191961130741	-35.9346181094909	-6.84952470662547
GB_GCA_903951445.1	26.8300656020893	-41.9607855630851	7.28880277333883
GB_GCA_903951825.1	26.8300656020893	-41.9607855630851	7.28880277333882
GB_GCA_903954045.1	26.8300656020893	-41.9607855630851	7.28880277333882
GB_GCA_903933915.1	26.8300656020893	-41.9607855630851	7.28880277333882
GB_GCA_903874585.1	39.5712067487608	8.38272150500563	-24.892888100307
GB_GCA_903869365.1	14.1949246981874	-37.7558277639974	-4.69382159491213
GB_GCA_903903185.1	39.5710616760028	8.381707808147	-24.8925567841105
GB_GCA_903905735.1	39.5710616760028	8.38170780814699	-24.8925567841105
GB_GCA_903959855.1	26.8300656020893	-41.9607855630851	7.28880277333882
GB_GCA_903935355.1	26.8300656020893	-41.9607855630851	7.28880277333882
GB_GCA_903960915.1	26.8300656020893	-41.9607855630851	7.28880277333883
GB_GCA_903843315.1	14.2512604305586	-37.8432970601034	-4.57626617659205
GB_GCA_903906635.1	39.5702497812808	8.38163758142767	-24.8931626094775
GB_GCA_903934795.1	26.8300656020893	-41.9607855630851	7.28880277333886
GB_GCA_903886165.1	17.7698083400307	-38.7435925232209	-3.55677759598766
GB_GCA_903894155.1	15.1225068210073	-32.612096403764	-10.529171669512
GB_GCA_903845935.1	15.1225068210073	-32.612096403764	-10.529171669512
GB_GCA_903867305.1	16.7079817580248	-35.6601512540387	-7.34723002172888
GB_GCA_903892995.1	14.1426006880924	-37.7435979395778	-4.70282697271463
GB_GCA_903870955.1	18.8191961130742	-35.9346181094909	-6.84952470662546
GB_GCA_903826775.1	15.1207963549469	-32.6170227512814	-10.5245306425404
GB_GCA_903893215.1	8.47203678942715	9.30807804265395	-35.1972161029375
GB_GCA_903933115.1	39.5702497812808	8.38163758142766	-24.8931626094775
GB_GCA_903827075.1	18.8089137423183	-35.9056666462456	-6.88124723161199
GB_GCA_903885085.1	14.1777267849676	-37.7396034454406	-4.71416421824133
GB_GCA_903885165.1	14.1777267849676	-37.7396034454406	-4.71416421824133
GB_GCA_903856995.1	14.2512604305586	-37.8432970601034	-4.57626617659207
GB_GCA_903941205.1	26.8300656020893	-41.9607855630851	7.28880277333888
GB_GCA_903934295.1	26.8300656020893	-41.9607855630851	7.28880277333889
GB_GCA_903932865.1	26.8300656020893	-41.9607855630851	7.2888027733389
GB_GCA_903909815.1	14.1949246981874	-37.7558277639974	-4.6938215949121
GB_GCA_903820745.1	16.6926398277739	-35.6395277631807	-7.37017781709781
GB_GCA_903880855.1	18.8191961130742	-35.9346181094909	-6.84952470662544
GB_GCA_903933395.1	26.8300656020893	-41.9607855630851	7.28880277333889
GB_GCA_903950295.1	26.8300656020893	-41.9607855630851	7.28880277333889
GB_GCA_903839085.1	14.2512604305587	-37.8432970601034	-4.57626617659206
GB_GCA_903924955.1	14.2512604305586	-37.8432970601034	-4.57626617659207
GB_GCA_903869595.1	17.8155082721178	-38.7241939246973	-3.58370237477221
GB_GCA_903944555.1	26.8300656020893	-41.9607855630851	7.2888027733389
GB_GCA_903935585.1	26.8300656020893	-41.9607855630851	7.2888027733389
GB_GCA_903958565.1	26.8300656020893	-41.9607855630852	7.2888027733389
GB_GCA_903892175.1	14.1777267849676	-37.7396034454406	-4.71416421824123
GB_GCA_903853455.1	14.2174099079078	-37.7362843909802	-4.72415559196638
GB_GCA_903961095.1	26.8300656020892	-41.9607855630851	7.2888027733389
GB_GCA_903876685.1	15.1207963549469	-32.6170227512813	-10.5245306425403
GB_GCA_903837335.1	15.1207963549469	-32.6170227512813	-10.5245306425403
GB_GCA_903893565.1	15.1207963549469	-32.6170227512813	-10.5245306425404
GB_GCA_903899705.1	15.1207963549469	-32.6170227512813	-10.5245306425403
GB_GCA_903850735.1	26.8300656020892	-41.9607855630852	7.28880277333888
GB_GCA_903903735.1	26.8300656020893	-41.9607855630852	7.28880277333888
GB_GCA_903853895.1	26.8300656020892	-41.9607855630852	7.28880277333891
GB_GCA_903844825.1	26.8300656020892	-41.9607855630852	7.28880277333891
GB_GCA_903898725.1	26.8300656020892	-41.9607855630851	7.28880277333893
GB_GCA_903876715.1	26.8300656020892	-41.9607855630851	7.28880277333893
GB_GCA_903930255.1	26.8300656020892	-41.9607855630851	7.28880277333893
GB_GCA_903922075.1	26.8300656020892	-41.9607855630851	7.28880277333892
GB_GCA_903844775.1	26.8300656020892	-41.9607855630851	7.28880277333893
GB_GCA_903930395.1	26.8300656020892	-41.9607855630851	7.28880277333891
GB_GCA_903870065.1	26.8300656020892	-41.9607855630851	7.2888027733389
GB_GCA_903900805.1	26.8300656020892	-41.9607855630851	7.28880277333889
GB_GCA_903824965.1	14.1412216735575	-37.7446573708739	-4.70109566128034
GB_GCA_903828235.1	17.7698083400307	-38.7435925232209	-3.55677759598759
GB_GCA_903907905.1	17.7698083400307	-38.7435925232209	-3.55677759598758
GB_GCA_903847605.1	17.7698083400307	-38.7435925232209	-3.55677759598758
GB_GCA_903885665.1	17.7698083400307	-38.7435925232209	-3.55677759598757
GB_GCA_903866395.1	17.7698083400307	-38.7435925232209	-3.55677759598757
GB_GCA_903909415.1	17.7698083400307	-38.7435925232209	-3.55677759598757
GB_GCA_903928495.1	17.7698083400307	-38.7435925232209	-3.55677759598755
GB_GCA_903915535.1	16.7070187415973	-35.6615146879496	-7.34579546244179
GB_GCA_903876625.1	39.5702497812808	8.38163758142767	-24.8931626094776
GB_GCA_903913145.1	39.5702497812808	8.38163758142766	-24.8931626094775
GB_GCA_903904605.1	14.1777267849676	-37.7396034454406	-4.71416421824128
GB_GCA_903830985.1	14.1777267849676	-37.7396034454406	-4.71416421824129
GB_GCA_903878085.1	14.1777267849676	-37.7396034454406	-4.71416421824129
GB_GCA_903847155.1	14.1777267849676	-37.7396034454406	-4.71416421824129
GB_GCA_903844635.1	14.1777267849676	-37.7396034454406	-4.71416421824129
GB_GCA_903892315.1	14.1777267849676	-37.7396034454406	-4.71416421824129
GB_GCA_903914985.1	18.9923372076828	-37.016936275464	-5.64417575570111
GB_GCA_903889595.1	18.9923372076828	-37.016936275464	-5.64417575570112
GB_GCA_903885555.1	16.6926398277739	-35.6395277631808	-7.37017781709787
GB_GCA_903875135.1	15.1207963549469	-32.6170227512813	-10.5245306425404
GB_GCA_903918115.1	18.8191961130742	-35.9346181094909	-6.84952470662548
GB_GCA_903930805.1	18.9923372076828	-37.016936275464	-5.64417575570112
GB_GCA_903870145.1	18.9923372076828	-37.016936275464	-5.64417575570112
GB_GCA_903861115.1	14.1426006880925	-37.7435979395778	-4.70282697271442
GB_GCA_903921325.1	39.5706297685078	8.38171251059439	-24.8928992574028
GB_GCA_903888645.1	39.5701764545062	8.38145180232748	-24.8931367706893
GB_GCA_903839845.1	14.2174099079078	-37.7362843909802	-4.7241555919664
GB_GCA_903839865.1	14.2174099079077	-37.7362843909802	-4.7241555919664
GB_GCA_903924765.1	14.1949246981874	-37.7558277639974	-4.69382159491208
GB_GCA_903873725.1	14.1949246981874	-37.7558277639973	-4.69382159491209
GB_GCA_903905585.1	14.1949246981874	-37.7558277639973	-4.69382159491208
GB_GCA_903899885.1	14.1949246981874	-37.7558277639974	-4.69382159491209
GB_GCA_903832005.1	16.7079817580248	-35.6601512540385	-7.3472300217288
GB_GCA_903881515.1	16.7079817580248	-35.6601512540385	-7.3472300217288
GB_GCA_903929045.1	16.7079817580248	-35.6601512540385	-7.3472300217288
GB_GCA_903887325.1	16.7079817580248	-35.6601512540385	-7.34723002172879
GB_GCA_903842945.1	18.8191961130742	-35.9346181094909	-6.8495247066255
GB_GCA_903895005.1	18.8191961130742	-35.9346181094909	-6.84952470662552
GB_GCA_903897925.1	39.5706500212646	8.38173262075139	-24.8928923012519
GB_GCA_903914615.1	39.5706500212646	8.38173262075139	-24.8928923012519
GB_GCA_903825645.1	18.9923372076828	-37.016936275464	-5.64417575570113
GB_GCA_903891395.1	18.9923372076828	-37.016936275464	-5.64417575570113
GB_GCA_903892675.1	18.9923372076828	-37.016936275464	-5.64417575570113
GB_GCA_903845315.1	14.8747860284612	-32.8735803890971	-10.2826585351837
GB_GCA_903859155.1	14.2512604305586	-37.8432970601034	-4.57626617659218
GB_GCA_903930535.1	14.2512604305586	-37.8432970601034	-4.5762661765922
GB_GCA_903995005.1	-24.9354569696032	-27.2328522244554	32.5273379328624
RS_GCF_905397395.1	27.472717056608	-40.7028964839098	3.52510078582196
RS_GCF_905397435.1	-43.3818151059934	8.36461365744326	-22.4598301996732
RS_GCF_905397275.1	-47.3322786260723	0.289859721348346	-19.5160780398026
RS_GCF_905397375.1	29.357262758038	-36.375332175889	-1.24392986061253
GB_GCA_905479075.1	24.8456334519305	-40.6654808005885	0.864828672829812
GB_GCA_905479135.1	24.8456334519305	-40.6654808005885	0.864828672829805
GB_GCA_905479205.1	24.8456334519305	-40.6654808005885	0.864828672829802
GB_GCA_905480065.1	24.8456334519305	-40.6654808005885	0.864828672829799
GB_GCA_905480295.1	24.8456334519305	-40.6654808005885	0.864828672829799
GB_GCA_905480435.1	24.8456334519305	-40.6654808005885	0.864828672829803
GB_GCA_905480575.1	24.8456334519305	-40.6654808005885	0.864828672829794
GB_GCA_905479575.1	24.8456334519305	-40.6654808005885	0.864828672829793
GB_GCA_905479595.1	24.8456334519305	-40.6654808005885	0.8648286728298
GB_GCA_905479635.1	24.8456334519305	-40.6654808005885	0.864828672829803
GB_GCA_905479765.1	24.8456334519305	-40.6654808005885	0.864828672829794
GB_GCA_905479925.1	24.8456334519305	-40.6654808005885	0.864828672829792
GB_GCA_905479965.1	24.8456334519305	-40.6654808005885	0.864828672829794
GB_GCA_905479985.1	24.8456334519305	-40.6654808005885	0.864828672829804
GB_GCA_905612355.1	-12.0428825280659	58.2917926646395	63.685410909996
RS_GCF_914271545.1	59.6666369331605	32.5646924045897	43.5019724961212
GB_GCA_913054205.1	47.5076690696965	-9.92774309688706	-0.412722231568294
GB_GCA_913057115.1	56.955073795819	23.5253254733722	5.49705697723781
GB_GCA_913031285.1	23.1116372257882	41.1713952469778	-33.6115461360899
GB_GCA_913048575.1	49.4218695752819	49.9723411819143	50.0757680708887
GB_GCA_913061505.1	56.9723470733663	23.3635571011818	5.59169229772134
GB_GCA_913055205.1	20.5220048864338	32.3218934929067	-36.9053400174191
GB_GCA_913060815.1	45.5333866260115	-5.90100975441797	-9.00041131916157
GB_GCA_913042265.1	22.8903568108395	44.5063656465244	69.2514382132712
GB_GCA_913055765.1	27.3393099195641	39.2924896804999	-34.0117025272426
GB_GCA_913020445.1	-23.4287012628143	-29.2793048645469	26.4169336273507
GB_GCA_913057135.1	56.955073795819	23.5253254733722	5.49705697723779
GB_GCA_913030825.1	44.2728662577336	56.1747938665252	18.4076203571477
GB_GCA_913052635.1	50.3375709634975	29.1667219718748	61.7601450104205
GB_GCA_913062865.1	56.954917114146	23.5251292882788	5.49624664205178
GB_GCA_913064665.1	15.0504033916009	39.3079607783651	-34.722424579955
GB_GCA_913062835.1	56.9549171141459	23.5251292882788	5.49624664205178
GB_GCA_913009875.1	-50.0239416854415	22.8703310196644	-7.42256045993198
